,Gene,AccNum,seqlogo_logL_L24_t1,seqlogo_logL_S15_t0,seqlogo_logL_S15_t1,TIS,MFE_fpUTR_normed,MFE_fpUTRandORF_normed
6990,POP1,NM_001145860,-26.370692977038484,-24.564403675569462,-24.26194388421289,77.0,-0.3629,-0.3063
6991,METTL6,NM_152396,-26.370692977038484,-24.56464354392371,-24.26314941961125,106.0,-0.3490740740740741,-0.3393783783783784
6992,TTC32,NM_001008237,-26.371093057059824,-24.565574658368877,-24.267162968129156,73.0,-0.3640909090909091,-0.3346551724137931
6993,TAF1L,NM_153809,-26.37196362523994,-24.56567973898177,-24.27068808088393,22.0,-0.2566666666666667,-0.34342105263157896
6994,FUT8,NM_178155,-26.37196362523994,-24.566709985731414,-24.273894902654945,91.0,-0.28972206137811235,-0.29270388615216203
6995,SIAE,NM_001199922,-26.377000896037192,-24.56757541200785,-24.274484943880005,57.0,-0.26364303178484105,-0.2956974459724951
6996,HAX1,NM_006118,-26.37766164635458,-24.56968664554417,-24.27543582836993,90.0,-0.36354037267080747,-0.381647509578544
6997,HSPA9,NM_004134,-26.379061226709,-24.572199559290503,-24.27781581212561,93.0,-0.38469453376205787,-0.4194403892944039
6998,ATG4A,NM_001321287,-26.38074331289199,-24.572317459737874,-24.278129937237683,33.0,-0.36596585804132975,-0.36476504534212695
6999,CSTF1,NM_001324,-26.383013461426525,-24.579523654714993,-24.27925161713614,114.0,-0.3343859649122807,-0.3332621951219512
7000,POP4,NM_006627,-26.38585841355876,-24.580328826119214,-24.280447657272877,96.0,-0.3080357142857143,-0.3528846153846153
7001,UGP2,NM_006759,-26.386927360747666,-24.580706184219256,-24.28690126545221,86.0,-0.26441176470588235,-0.2660098522167488
7002,MANSC1,NM_018050,-26.39316583289055,-24.58078659678411,-24.291005196818123,119.0,-0.36817829457364337,-0.3610893854748604
7003,IFIT3,NM_001289758,-26.39707973221168,-24.58203737868576,-24.29591643431251,105.0,-0.2595841209829868,-0.26073131955484896
7004,PTPRC,NM_002838,-26.398863854005178,-24.582129672004108,-24.30182710810391,99.0,-0.27938967136150233,-0.3042492012779553
7005,AAK1,NM_014911,-26.40113400253972,-24.582820639424533,-24.30370280576172,104.0,-0.4522178217821782,-0.47689256198347096
7006,KNOP1,NM_001348531,-26.40706062120936,-24.583639665766515,-24.304078764027146,82.0,-0.39852798053527977,-0.386117136659436
7007,CLIP4,NM_024692,-26.408102671855808,-24.583999414262713,-24.30458847517523,101.0,-0.5961176470588235,-0.4985915492957746
7008,CRLS1,NM_001323563,-26.408331269410816,-24.585255877966407,-24.305346467057376,99.0,-0.5757644991212654,-0.5288340807174888
7009,TAOK1,NM_020791,-26.411184338393227,-24.58640786379889,-24.313571916138226,84.0,-0.30216494845360825,-0.2989795918367347
7010,HIKESHI,NM_001322407,-26.411514971558738,-24.587122075933923,-24.31626090251005,27.0,-0.3816374269005848,-0.380489396411093
7011,PEAK1,NM_024776,-26.41378512009328,-24.589025328354285,-24.316313051655804,78.0,-0.3066840277777778,-0.30000000000000004
7012,IMP4,NM_001320309,-26.419071703226386,-24.589152095166913,-24.3189009182164,70.0,-0.4178796046720576,-0.409002473206925
7013,TCF12,NM_001322156,-26.42133670985724,-24.589431839692747,-24.31926122535397,92.0,-0.37326415094339627,-0.3502857142857143
7014,DGCR8,NM_022720,-26.422153369763798,-24.58959427956501,-24.324091996191722,73.0,-0.4241491841491842,-0.4283364839319471
7015,CEP44,NM_001040157,-26.423937491557297,-24.595040328791764,-24.32919182109261,112.0,-0.32352657004830915,-0.30739299610894943
7016,TRAM1,NM_001317805,-26.425791060206624,-24.59937007666958,-24.33227963555525,53.0,-0.33210526315789474,-0.3174
7017,RHOT1,NM_001288758,-26.429533477061423,-24.599782916420146,-24.33248588747933,72.0,-0.3597177419354839,-0.35122037914691945
7018,ESF1,NM_016649,-26.429533477061423,-24.600029156857588,-24.33311470444657,78.0,-0.2287037037037037,-0.2522115384615385
7019,FBXO34,NM_017943,-26.431387045710746,-24.601697721389748,-24.334107896135105,77.0,-0.5518775510204081,-0.4466956521739131
7020,BCL2L11,NM_138621,-26.431489081321253,-24.60347035468091,-24.334543587225188,120.0,-0.3257291666666667,-0.3361855670103093
7021,KDM6A,NM_001291415,-26.43790172673193,-24.605066688602122,-24.338250967161215,64.0,-0.466790450928382,-0.479392033542977
7022,GSPT1,NM_001130007,-26.439755295381254,-24.606683172159514,-24.339051698701066,72.0,-0.3789897510980967,-0.3659003831417624
7023,SCOC,NM_001153585,-26.446410347409355,-24.606727678305806,-24.340278874174825,79.0,-0.24696629213483146,-0.2571582733812949
7024,RSL1D1,NM_015659,-26.446410347409355,-24.60999157675868,-24.34184106859047,79.0,-0.35000000000000003,-0.39560693641618494
7025,RAB3IP,NM_175623,-26.448054098195954,-24.612742415672642,-24.344390482605284,89.0,-0.4514879649890591,-0.4239497307001795
7026,RNF44,NM_014901,-26.448540124936986,-24.613126417213362,-24.345497768248762,71.0,-0.4818285714285714,-0.476736
7027,BUD31,NM_003910,-26.4546226874907,-24.613484512066027,-24.34850437185739,83.0,-0.3963279445727483,-0.3806754221388368
7028,HP1BP3,NM_016287,-26.457704354028117,-24.614094579161684,-24.356653672341363,126.0,-0.29678571428571426,-0.301375
7029,BIRC2,NM_001256163,-26.457704354028117,-24.615356821169428,-24.35695214564302,93.0,-0.2913880855986119,-0.2865937670858392
7030,UBE3A,NM_001354543,-26.458521013934668,-24.616622206530657,-24.361872326409486,69.0,-0.39880778588807786,-0.3951762940735184
7031,PSMG1,NM_001320795,-26.46867338539869,-24.61859654083437,-24.363838750463362,69.0,-0.4655190311418685,-0.4461504424778761
7032,EXOC1,NM_001024924,-26.470126874026672,-24.623618118003296,-24.36436463538617,90.0,-0.44146496815286623,-0.3902173913043479
7033,CYLD,NM_015247,-26.47094353393323,-24.625318969713028,-24.365820728715605,86.0,-0.29,-0.29594174757281555
7034,TWSG1,NM_020648,-26.477907061345636,-24.632909484593803,-24.36634599602066,93.0,-0.4875392670157068,-0.4054639175257732
7035,RPL9,NM_001024921,-26.47832364123085,-24.633671749413985,-24.366671440407966,99.0,-0.3679723502304148,-0.3619873817034701
7036,ZNF281,NM_001281293,-26.483022162012407,-24.634337126566443,-24.367473755800546,66.0,-0.3912977099236641,-0.4332467532467532
7037,NONO,NM_001145408,-26.48610382854981,-24.635433723270094,-24.373262027436613,111.0,-0.31847887323943663,-0.30348148148148146
7038,RABGEF1,NM_001287060,-26.48854545955069,-24.638053616110987,-24.374658476405386,97.0,-0.4139958592132505,-0.4032730794060684
7039,STK19,NM_032454,-26.490329581344188,-24.63876998517401,-24.37714081705224,113.0,-0.32796875,-0.3873684210526315
7040,TACC1,NM_001352786,-26.490990331661585,-24.63899227161324,-24.379199265088292,86.0,-0.2993620689655173,-0.2977619047619048
7041,PUS10,NM_144709,-26.49259972987873,-24.64133230757269,-24.380136515067967,117.0,-0.24805243445692884,-0.25762942779291553
7042,IL1RAP,NM_001167928,-26.49651362919987,-24.64396196014198,-24.382827865957,88.0,-0.34700712589073635,-0.33940499040307104
7043,FIGNL1,NM_001346565,-26.496742226754872,-24.644583215986234,-24.384778595951463,121.0,-0.31290533188248104,-0.3066732090284593
7044,RPS14,NM_001025071,-26.499899032360343,-24.653578277457818,-24.385802769368343,128.0,-0.4245421245421246,-0.386058981233244
7045,POLI,NM_001351612,-26.50422436966301,-24.6542357124086,-24.390707938132405,102.0,-0.4583514774494557,-0.42802153432032297
7046,METTL23,NM_001206987,-26.506494518197545,-24.654459651498104,-24.392833453971626,86.0,-0.4546201550387597,-0.4390604026845638
7047,PHACTR4,NM_001350159,-26.508678720012394,-24.656076780079175,-24.399029812523324,64.0,-0.41139024390243895,-0.3994901960784314
7048,LCA5,NM_181714,-26.509164746753427,-24.65699454723619,-24.400392082444966,84.0,-0.3646078431372549,-0.3388202247191011
7049,GLT8D1,NM_001010983,-26.51094886854693,-24.657031523284274,-24.400392082444966,72.0,-0.4739689578713969,-0.460249500998004
7050,PSMD8,NM_002812,-26.512592619333525,-24.658129380387066,-24.400514507031673,90.0,-0.21615384615384614,-0.4569736842105263
7051,GLUD1,NM_001318905,-26.51300919921874,-24.659958520017625,-24.40549824085979,82.0,-0.4252120141342756,-0.41432629870129867
7052,AKAP11,NM_016248,-26.516646889661565,-24.660851188450604,-24.409544615854912,118.0,-0.2914285714285714,-0.2895636363636364
7053,LMBRD2,NM_001007527,-26.519145635751105,-24.66126245722053,-24.41060054527227,84.0,-0.4584578313253012,-0.4206990291262136
7054,ZMAT3,NM_152240,-26.525501166073123,-24.66191151373571,-24.412818218555923,73.0,-0.4876327433628319,-0.44829710144927537
7055,TTLL7,NM_001350214,-26.526697225515065,-24.662708539469925,-24.41725213714359,67.0,-0.4299563318777293,-0.4037813620071685
7056,MACC1,NM_182762,-26.526697225515065,-24.663250884286324,-24.42024923746652,106.0,-0.20530744336569576,-0.21909535452322734
7057,SEC24D,NM_001318066,-26.52896737404961,-24.667906579260674,-24.42054734029253,93.0,-0.4630303030303031,-0.4299496221662468
7058,IKBKB,NM_001556,-26.52896737404961,-24.66848157731629,-24.424750881657392,94.0,-0.3429032258064516,-0.37419580419580417
7059,MYC,NM_002467,-26.53280046855473,-24.675611832379698,-24.428266648336745,,-0.4135862068965517,-0.4049126984126984
7060,CTPS2,NM_001144002,-26.53832700720303,-24.67720032645213,-24.430901046266595,74.0,-0.3761827956989247,-0.3812440758293839
7061,CDK5RAP3,NM_001278216,-26.540180575852357,-24.679678933315703,-24.431340106936254,72.0,-0.4065159128978225,-0.4072765732416711
7062,CASP7,NM_033338,-26.545046364183264,-24.680071864531122,-24.431394323640443,73.0,-0.4853459119496856,-0.4463636363636364
7063,ZNF146,NM_007145,-26.545303793369303,-24.680970971298446,-24.431598367267927,84.0,-0.33009848982271833,-0.32847196549599506
7064,HDHD2,NM_001318765,-26.55308398068826,-24.683174051391465,-24.43366303975833,73.0,-0.3448260869565217,-0.34660714285714284
7065,ZNF350,NM_021632,-26.566707702032446,-24.68372137303628,-24.43589103193705,97.0,-0.2449561403508772,-0.3021951219512195
7066,PIGL,NM_004278,-26.56751922003532,-24.684906465083607,-24.438721034706308,87.0,-0.194375,-0.3559090909090909
7067,ANKRA2,NM_023039,-26.56751922003532,-24.684971333352927,-24.44022127388582,83.0,-0.3716995447647951,-0.3637549407114624
7068,SFR1,NM_145247,-26.56810728238688,-24.687250662305637,-24.44039952732109,87.0,-0.2721951219512195,-0.2544394618834081
7069,STON2,NM_033104,-26.571033039335124,-24.68726397070789,-24.440661561977425,90.0,-0.3530097087378641,-0.3439119804400978
7070,PLIN2,NM_001122,-26.575487389684497,-24.69043436445356,-24.440815867449125,104.0,-0.4692857142857143,-0.464483870967742
7071,OMA1,NM_145243,-26.575487389684497,-24.691379935446314,-24.44219089387939,72.0,-0.4514159292035398,-0.3344131455399061
7072,LCP1,NM_002298,-26.575487389684497,-24.694591752924413,-24.44677078354788,102.0,-0.2843697478991597,-0.2942011834319527
7073,DDOST,NM_005216,-26.57833234181673,-24.695929900550965,-24.44747930940473,72.0,-0.4212587412587413,-0.4626748971193416
7074,MRPL13,NM_014078,-26.58060249035127,-24.696808363872155,-24.44845241567203,83.0,-0.3739297124600639,-0.3661743341404358
7075,VAMP4,NM_003762,-26.585537725538,-24.69793480724669,-24.449225435957715,69.0,-0.3855672823218997,-0.35908141962421714
7076,CPTP,NM_001029885,-26.588138507238053,-24.69901567309681,-24.453159922751407,72.0,-0.4941204819277109,-0.4733398058252428
7077,FKBP5,NM_001145777,-26.588970740021786,-24.701572387950048,-24.454788077669345,94.0,-0.4488607594936709,-0.375
7078,KANSL2,NM_017822,-26.59075486181529,-24.702027723566804,-24.45511966004163,67.0,-0.41200000000000003,-0.39302857142857145
7079,RACGAP1,NM_001126103,-26.591235746652643,-24.703606361977762,-24.456421082948307,75.0,-0.3004237288135593,-0.29903083700440525
7080,VPS29,NM_001282150,-26.591823809004197,-24.70884235884107,-24.45983882949248,81.0,-0.34621621621621623,-0.3708870967741936
7081,CEP57L1,NM_001350658,-26.59283702801961,-24.70960730845961,-24.46058389347827,77.0,-0.4250678087080657,-0.4102998001332445
7082,SLC38A1,NM_001278387,-26.593505895187178,-24.713038913761316,-24.460692780630666,111.0,-0.3957757920389927,-0.3853042824943652
7083,PNPLA8,NM_015723,-26.593836528352693,-24.715826369707923,-24.46211774518873,90.0,-0.3597551789077213,-0.3435657686212361
7084,FBXO33,NM_203301,-26.593836528352693,-24.71689868854898,-24.46288462694668,57.0,-0.3575147928994083,-0.4178767123287671
7085,G3BP2,NM_203505,-26.595690097002016,-24.718125439115205,-24.463328834229603,81.0,-0.46,-0.4326
7086,TBCE,NM_001287801,-26.596106676887235,-24.721573177995108,-24.46450059426132,78.0,-0.4135795454545455,-0.3740217391304348
7087,PPIH,NM_001330510,-26.60203329555687,-24.725944699198173,-24.466959731421728,32.0,-0.3911320754716981,-0.3821291866028708
7088,SCYL3,NM_181093,-26.60220477802321,-24.72689233947271,-24.469177081858703,91.0,-0.4027927927927928,-0.3654347826086957
7089,TCN1,NM_001062,-26.603658266651195,-24.730593966797056,-24.470410003943616,80.0,-0.22714285714285715,-0.2598989898989899
7090,C22orf39,NM_173793,-26.6038868642062,-24.7321151777043,-24.470416628512343,46.0,-0.4005080831408776,-0.4039024390243903
7091,PCYT1A,NM_005017,-26.605259548018175,-24.733373032967318,-24.47125892220437,82.0,-0.31542452830188683,-0.3381410256410257
7092,SLC45A4,NM_001286646,-26.61095756913281,-24.73379553949611,-24.47200137763516,82.0,-0.229075,-0.24514
7093,PSMA3,NM_002788,-26.61244309620693,-24.73434921425981,-24.474643994393233,92.0,-0.3363793103448276,-0.32
7094,SOAT1,NM_003101,-26.614525262411252,-24.735255944067355,-24.475951728193674,73.0,-0.5041125541125542,-0.4482477341389728
7095,SLC9B2,NM_178833,-26.616309384204754,-24.735446967833422,-24.476375789845466,93.0,-0.47512658227848104,-0.4488251366120219
7096,SLC4A1AP,NM_018158,-26.616309384204754,-24.738153618964013,-24.480033608652125,72.0,-0.3034042553191489,-0.32439790575916233
7097,TMEM62,NM_001347006,-26.63037565498991,-24.73831914150818,-24.480342856854378,88.0,-0.4654778887303852,-0.4412109862671661
7098,FASTKD3,NM_024091,-26.63037565498991,-24.73893228050225,-24.480929650160466,120.0,-0.262093023255814,-0.24580882352941175
7099,LETMD1,NM_001351324,-26.631576856335546,-24.739310280884762,-24.48262446374279,80.0,-0.3073859844271413,-0.3108808808808809
7100,DDX27,NM_001348187,-26.63205774117289,-24.73988220704196,-24.4844437312221,46.0,-0.2672131147540984,-0.3552173913043478
7101,CIZ1,NM_001257975,-26.63205774117289,-24.740157910866646,-24.48510288211249,58.0,-0.2947272727272727,-0.3392830188679245
7102,REV1,NM_001321459,-26.63465852287295,-24.741288188061198,-24.485448824711035,93.0,-0.3362902426944032,-0.33337423312883435
7103,WDR48,NM_001346228,-26.64042599084341,-24.742261438032426,-24.48577243632696,72.0,-0.4173516949152543,-0.3807867132867133
7104,BST2,NM_004335,-26.642626692522125,-24.745244847192968,-24.487946247987985,92.0,-0.2924657534246575,-0.33144508670520234
7105,UBE2D2,NM_181838,-26.644480261171452,-24.74704314684709,-24.489291653540946,92.0,-0.4556214367160775,-0.4332753326509723
7106,AP4E1,NM_001252127,-26.649595361838216,-24.747085866372057,-24.48984162032918,95.0,-0.4146197183098592,-0.3799340659340659
7107,TMEM9,NM_001288565,-26.65007624667557,-24.748482180613074,-24.491702840169765,88.0,-0.5009493670886076,-0.4802595628415301
7108,PARN,NM_002582,-26.65007624667557,-24.74880002648405,-24.493629109673314,90.0,-0.5080821917808219,-0.41040650406504064
7109,WDR36,NM_139281,-26.655277810075685,-24.749526781072078,-24.493634199064065,55.0,-0.2717094017094017,-0.3671428571428572
7110,CNOT6L,NM_001286790,-26.655362829808677,-24.754572805569786,-24.496787148761907,80.0,-0.41189542483660135,-0.33241106719367586
7111,IFRD2,NM_006764,-26.65837504949027,-24.756228809396468,-24.497646555143557,77.0,-0.4224031007751938,-0.4652838427947598
7112,ABHD17B,NM_001025780,-26.66534371880636,-24.7599510870253,-24.49940974094433,74.0,-0.5035772357723577,-0.4691328671328671
7113,CETN3,NM_001297765,-26.669798069155735,-24.763346277165326,-24.50012555878721,77.0,-0.34696,-0.2704888888888889
7114,DUS4L,NM_181581,-26.68736258636352,-24.76376185516911,-24.503501484113603,67.0,-0.4181267217630854,-0.3850539956803456
7115,INIP,NM_001329585,-26.687816574658413,-24.76539303848759,-24.50357294024339,64.0,-0.3802956989247312,-0.33694915254237284
7116,ZNF529,NM_001352272,-26.68814720782393,-24.77218365546093,-24.515841904380178,76.0,-0.3186369770580297,-0.30780023781212845
7117,FAM222B,NM_001288631,-26.689044672546505,-24.772510506256452,-24.520575820965142,51.0,-0.3886776859504133,-0.3572354211663067
7118,STRADA,NM_153335,-26.691000276806346,-24.774013316679827,-24.523204996621992,86.0,-0.4505839416058394,-0.4293582887700535
7119,KCTD10,NM_001317395,-26.691000276806346,-24.774227436620468,-24.523569782360738,39.0,-0.4650354609929078,-0.4587958115183246
7120,ASCC3,NM_006828,-26.691000276806346,-24.77624968200124,-24.52484016699765,90.0,-0.4040793201133144,-0.3676158940397351
7121,CYCS,NM_018947,-26.693270425340877,-24.77670665045886,-24.52728832633984,98.0,-0.35758823529411765,-0.31781481481481483
7122,TCEANC2,NM_153035,-26.69540020286852,-24.77743101704707,-24.52822560560733,79.0,-0.40585152838427946,-0.36577507598784204
7123,NADK,NM_001198994,-26.696184824328927,-24.77929594365659,-24.52829834473283,80.0,-0.2644390243902439,-0.3347540983606557
7124,IFT20,NM_001267774,-26.697184324662018,-24.784641217433748,-24.52870321645189,83.0,-0.3866881028938907,-0.3799270072992701
7125,ALDH1A1,NM_000689,-26.69919704401052,-24.786651535012712,-24.531428023499927,85.0,-0.2407255520504732,-0.23366906474820145
7126,CYB5D2,NM_144611,-26.699785106362075,-24.78825281637969,-24.531806995533916,75.0,-0.3836054421768708,-0.4058866279069768
7127,F13A1,NM_000129,-26.701467192545056,-24.790448206943122,-24.535530673583,80.0,-0.3161788617886179,-0.300762331838565
7128,TRRAP,NM_001244580,-26.709018782309016,-24.794276279107763,-24.540262621217302,104.0,-0.5322488038277512,-0.46825242718446597
7129,RAPGEF1,NM_198679,-26.71128893084356,-24.79727561089591,-24.540364274875728,110.0,-0.4228301886792453,-0.3362934362934363
7130,DCTN4,NM_001135644,-26.7134731326584,-24.79749789733513,-24.542724706896397,77.0,-0.3280045351473923,-0.32164510166358595
7131,YIPF5,NM_001024947,-26.71553346333021,-24.798592266780663,-24.542976541780178,99.0,-0.37544217687074827,-0.3577079482439926
7132,SPIN1,NM_006717,-26.717215549513195,-24.798931044642767,-24.54327098222682,48.0,-0.40974603174603175,-0.379710843373494
7133,TBC1D13,NM_018201,-26.71965718051408,-24.800747325818953,-24.54382969822869,79.0,-0.49,-0.4323076923076923
7134,CDK12,NM_016507,-26.724286254439807,-24.8011562212156,-24.54415349144876,72.0,-0.4910873440285205,-0.4845839636913767
7135,SENP1,NM_001267595,-26.72736792097722,-24.80182489392523,-24.549233667188386,78.0,-0.4229655172413793,-0.4048235294117647
7136,PRRC1,NM_130809,-26.72963806951176,-24.80216530665725,-24.549416986803273,103.0,-0.273031914893617,-0.28434027777777776
